rs_sf,num_msd_sf,num_msc_sf,num_ysd_sf,time,space,spacetime
"(np.float64(1.2), np.float64(1.3), np.float64(1.2))",1.2,1.3,1.2,1.2,1.94,2.33
"(np.float64(1.2), np.float64(1.3), np.float64(1.3))",1.2,1.3,1.3,1.2,1.98,2.38
"(np.float64(1.2), np.float64(1.3), np.float64(1.4))",1.2,1.3,1.4,1.2,2.01,2.41
"(np.float64(1.2), np.float64(1.3), np.float64(1.5))",1.2,1.3,1.5,1.2,2.05,2.46
"(np.float64(1.2), np.float64(1.3), np.float64(1.6))",1.2,1.3,1.6,1.2,2.05,2.46
"(np.float64(1.2), np.float64(1.3), np.float64(1.7))",1.2,1.3,1.7,1.2,2.08,2.5
"(np.float64(1.2), np.float64(1.3), np.float64(1.8))",1.2,1.3,1.8,1.2,2.12,2.54
"(np.float64(1.2), np.float64(1.3), np.float64(1.9))",1.2,1.3,1.9,1.2,2.15,2.58
"(np.float64(1.2), np.float64(1.3), np.float64(2.0))",1.2,1.3,2.0,1.2,2.19,2.63
"(np.float64(1.2), np.float64(1.4), np.float64(0.5))",1.2,1.4,0.5,2.23,1.71,3.81
"(np.float64(1.2), np.float64(1.4), np.float64(0.6))",1.2,1.4,0.6,1.78,1.75,3.1200000000000006
"(np.float64(1.2), np.float64(1.4), np.float64(0.7))",1.2,1.4,0.7,1.48,1.78,2.63
"(np.float64(1.2), np.float64(1.4), np.float64(0.8))",1.2,1.4,0.8,1.27,1.82,2.31
"(np.float64(1.2), np.float64(1.4), np.float64(0.9))",1.2,1.4,0.9,1.2,1.85,2.22
"(np.float64(1.2), np.float64(1.4), np.float64(1.0))",1.2,1.4,1.0,1.2,1.89,2.27
"(np.float64(1.2), np.float64(1.4), np.float64(1.1))",1.2,1.4,1.1,1.2,1.92,2.3
"(np.float64(1.2), np.float64(1.4), np.float64(1.2))",1.2,1.4,1.2,1.2,1.96,2.35
"(np.float64(1.2), np.float64(1.4), np.float64(1.3))",1.2,1.4,1.3,1.2,2.0,2.4
"(np.float64(1.2), np.float64(1.4), np.float64(1.4))",1.2,1.4,1.4,1.2,2.03,2.44
"(np.float64(1.2), np.float64(1.4), np.float64(1.5))",1.2,1.4,1.5,1.2,2.07,2.48
"(np.float64(1.2), np.float64(1.4), np.float64(1.6))",1.2,1.4,1.6,1.2,2.07,2.48
"(np.float64(1.2), np.float64(1.4), np.float64(1.7))",1.2,1.4,1.7,1.2,2.1,2.52
"(np.float64(1.2), np.float64(1.4), np.float64(1.8))",1.2,1.4,1.8,1.2,2.14,2.57
"(np.float64(1.2), np.float64(1.4), np.float64(1.9))",1.2,1.4,1.9,1.2,2.17,2.6
"(np.float64(1.2), np.float64(1.4), np.float64(2.0))",1.2,1.4,2.0,1.2,2.21,2.65
"(np.float64(1.2), np.float64(1.5), np.float64(0.5))",1.2,1.5,0.5,2.23,1.73,3.86
"(np.float64(1.2), np.float64(1.5), np.float64(0.6))",1.2,1.5,0.6,1.78,1.77,3.15
"(np.float64(1.2), np.float64(1.5), np.float64(0.7))",1.2,1.5,0.7,1.48,1.81,2.68
"(np.float64(1.2), np.float64(1.5), np.float64(0.8))",1.2,1.5,0.8,1.27,1.84,2.34
"(np.float64(1.2), np.float64(1.5), np.float64(0.9))",1.2,1.5,0.9,1.2,1.88,2.26
"(np.float64(1.2), np.float64(1.5), np.float64(1.0))",1.2,1.5,1.0,1.2,1.91,2.29
"(np.float64(1.2), np.float64(1.5), np.float64(1.1))",1.2,1.5,1.1,1.2,1.95,2.34
"(np.float64(1.2), np.float64(1.5), np.float64(1.2))",1.2,1.5,1.2,1.2,1.98,2.38
"(np.float64(1.2), np.float64(1.5), np.float64(1.3))",1.2,1.5,1.3,1.2,2.02,2.42
"(np.float64(1.2), np.float64(1.5), np.float64(1.4))",1.2,1.5,1.4,1.2,2.06,2.47
"(np.float64(1.2), np.float64(1.5), np.float64(1.5))",1.2,1.5,1.5,1.2,2.09,2.51
"(np.float64(1.2), np.float64(1.5), np.float64(1.6))",1.2,1.5,1.6,1.2,2.09,2.51
"(np.float64(1.2), np.float64(1.5), np.float64(1.7))",1.2,1.5,1.7,1.2,2.13,2.56
"(np.float64(1.2), np.float64(1.5), np.float64(1.8))",1.2,1.5,1.8,1.2,2.16,2.59
"(np.float64(1.2), np.float64(1.5), np.float64(1.9))",1.2,1.5,1.9,1.2,2.2,2.64
"(np.float64(1.2), np.float64(1.5), np.float64(2.0))",1.2,1.5,2.0,1.2,2.23,2.68
"(np.float64(1.2), np.float64(1.6), np.float64(0.5))",1.2,1.6,0.5,2.23,1.76,3.9199999999999995
"(np.float64(1.2), np.float64(1.6), np.float64(0.6))",1.2,1.6,0.6,1.78,1.79,3.19
"(np.float64(1.2), np.float64(1.6), np.float64(0.7))",1.2,1.6,0.7,1.48,1.83,2.71
"(np.float64(1.2), np.float64(1.6), np.float64(0.8))",1.2,1.6,0.8,1.27,1.87,2.37
"(np.float64(1.2), np.float64(1.6), np.float64(0.9))",1.2,1.6,0.9,1.2,1.9,2.28
"(np.float64(1.2), np.float64(1.6), np.float64(1.0))",1.2,1.6,1.0,1.2,1.94,2.33
"(np.float64(1.2), np.float64(1.6), np.float64(1.1))",1.2,1.6,1.1,1.2,1.97,2.36
"(np.float64(1.2), np.float64(1.6), np.float64(1.2))",1.2,1.6,1.2,1.2,2.01,2.41
"(np.float64(1.2), np.float64(1.6), np.float64(1.3))",1.2,1.6,1.3,1.2,2.04,2.45
"(np.float64(1.2), np.float64(1.6), np.float64(1.4))",1.2,1.6,1.4,1.2,2.08,2.5
"(np.float64(1.2), np.float64(1.6), np.float64(1.5))",1.2,1.6,1.5,1.2,2.12,2.54
"(np.float64(1.2), np.float64(1.6), np.float64(1.6))",1.2,1.6,1.6,1.2,2.12,2.54
"(np.float64(1.2), np.float64(1.6), np.float64(1.7))",1.2,1.6,1.7,1.2,2.15,2.58
"(np.float64(1.2), np.float64(1.6), np.float64(1.8))",1.2,1.6,1.8,1.2,2.19,2.63
"(np.float64(1.2), np.float64(1.6), np.float64(1.9))",1.2,1.6,1.9,1.2,2.22,2.66
"(np.float64(1.2), np.float64(1.6), np.float64(2.0))",1.2,1.6,2.0,1.2,2.26,2.71
"(np.float64(1.2), np.float64(1.7), np.float64(0.5))",1.2,1.7,0.5,2.23,1.78,3.9700000000000006
"(np.float64(1.2), np.float64(1.7), np.float64(0.6))",1.2,1.7,0.6,1.78,1.81,3.22
"(np.float64(1.2), np.float64(1.7), np.float64(0.7))",1.2,1.7,0.7,1.48,1.85,2.74
"(np.float64(1.2), np.float64(1.7), np.float64(0.8))",1.2,1.7,0.8,1.27,1.89,2.4
"(np.float64(1.2), np.float64(1.7), np.float64(0.9))",1.2,1.7,0.9,1.2,1.92,2.3
"(np.float64(1.2), np.float64(1.7), np.float64(1.0))",1.2,1.7,1.0,1.2,1.96,2.35
"(np.float64(1.2), np.float64(1.7), np.float64(1.1))",1.2,1.7,1.1,1.2,1.99,2.39
"(np.float64(1.2), np.float64(1.7), np.float64(1.2))",1.2,1.7,1.2,1.2,2.03,2.44
"(np.float64(1.2), np.float64(1.7), np.float64(1.3))",1.2,1.7,1.3,1.2,2.06,2.47
"(np.float64(1.2), np.float64(1.7), np.float64(1.4))",1.2,1.7,1.4,1.2,2.1,2.52
"(np.float64(1.2), np.float64(1.7), np.float64(1.5))",1.2,1.7,1.5,1.2,2.14,2.57
"(np.float64(1.2), np.float64(1.7), np.float64(1.6))",1.2,1.7,1.6,1.2,2.14,2.57
"(np.float64(1.2), np.float64(1.7), np.float64(1.7))",1.2,1.7,1.7,1.2,2.17,2.6
"(np.float64(1.2), np.float64(1.7), np.float64(1.8))",1.2,1.7,1.8,1.2,2.21,2.65
"(np.float64(1.2), np.float64(1.7), np.float64(1.9))",1.2,1.7,1.9,1.2,2.24,2.69
"(np.float64(1.2), np.float64(1.7), np.float64(2.0))",1.2,1.7,2.0,1.2,2.28,2.74
"(np.float64(1.2), np.float64(1.8), np.float64(0.5))",1.2,1.8,0.5,2.23,1.8,4.01
"(np.float64(1.2), np.float64(1.8), np.float64(0.6))",1.2,1.8,0.6,1.78,1.84,3.28
"(np.float64(1.2), np.float64(1.8), np.float64(0.7))",1.2,1.8,0.7,1.48,1.88,2.7799999999999994
"(np.float64(1.2), np.float64(1.8), np.float64(0.8))",1.2,1.8,0.8,1.27,1.91,2.43
"(np.float64(1.2), np.float64(1.8), np.float64(0.9))",1.2,1.8,0.9,1.2,1.95,2.34
"(np.float64(1.2), np.float64(1.8), np.float64(1.0))",1.2,1.8,1.0,1.2,1.98,2.38
"(np.float64(1.2), np.float64(1.8), np.float64(1.1))",1.2,1.8,1.1,1.2,2.02,2.42
"(np.float64(1.2), np.float64(1.8), np.float64(1.2))",1.2,1.8,1.2,1.2,2.05,2.46
"(np.float64(1.2), np.float64(1.8), np.float64(1.3))",1.2,1.8,1.3,1.2,2.09,2.51
"(np.float64(1.2), np.float64(1.8), np.float64(1.4))",1.2,1.8,1.4,1.2,2.13,2.56
"(np.float64(1.2), np.float64(1.8), np.float64(1.5))",1.2,1.8,1.5,1.2,2.16,2.59
"(np.float64(1.2), np.float64(1.8), np.float64(1.6))",1.2,1.8,1.6,1.2,2.16,2.59
"(np.float64(1.2), np.float64(1.8), np.float64(1.7))",1.2,1.8,1.7,1.2,2.2,2.64
"(np.float64(1.2), np.float64(1.8), np.float64(1.8))",1.2,1.8,1.8,1.2,2.23,2.68
"(np.float64(1.2), np.float64(1.8), np.float64(1.9))",1.2,1.8,1.9,1.2,2.27,2.72
"(np.float64(1.2), np.float64(1.8), np.float64(2.0))",1.2,1.8,2.0,1.2,2.3,2.7599999999999993
"(np.float64(1.2), np.float64(1.9), np.float64(0.5))",1.2,1.9,0.5,2.23,1.82,4.06
"(np.float64(1.2), np.float64(1.9), np.float64(0.6))",1.2,1.9,0.6,1.78,1.86,3.31
"(np.float64(1.2), np.float64(1.9), np.float64(0.7))",1.2,1.9,0.7,1.48,1.89,2.8
"(np.float64(1.2), np.float64(1.9), np.float64(0.8))",1.2,1.9,0.8,1.27,1.93,2.45
"(np.float64(1.2), np.float64(1.9), np.float64(0.9))",1.2,1.9,0.9,1.2,1.97,2.36
"(np.float64(1.2), np.float64(1.9), np.float64(1.0))",1.2,1.9,1.0,1.2,2.0,2.4
"(np.float64(1.2), np.float64(1.9), np.float64(1.1))",1.2,1.9,1.1,1.2,2.04,2.45
"(np.float64(1.2), np.float64(1.9), np.float64(1.2))",1.2,1.9,1.2,1.2,2.07,2.48
"(np.float64(1.2), np.float64(1.9), np.float64(1.3))",1.2,1.9,1.3,1.2,2.11,2.53
"(np.float64(1.2), np.float64(1.9), np.float64(1.4))",1.2,1.9,1.4,1.2,2.14,2.57
"(np.float64(1.2), np.float64(1.9), np.float64(1.5))",1.2,1.9,1.5,1.2,2.18,2.62
"(np.float64(1.2), np.float64(1.9), np.float64(1.6))",1.2,1.9,1.6,1.2,2.18,2.62
"(np.float64(1.2), np.float64(1.9), np.float64(1.7))",1.2,1.9,1.7,1.2,2.22,2.66
"(np.float64(1.2), np.float64(1.9), np.float64(1.8))",1.2,1.9,1.8,1.2,2.25,2.7
"(np.float64(1.2), np.float64(1.9), np.float64(1.9))",1.2,1.9,1.9,1.2,2.29,2.75
"(np.float64(1.2), np.float64(1.9), np.float64(2.0))",1.2,1.9,2.0,1.2,2.32,2.7799999999999994
"(np.float64(1.2), np.float64(2.0), np.float64(0.5))",1.2,2.0,0.5,2.23,1.85,4.13
"(np.float64(1.2), np.float64(2.0), np.float64(0.6))",1.2,2.0,0.6,1.78,1.88,3.35
"(np.float64(1.2), np.float64(2.0), np.float64(0.7))",1.2,2.0,0.7,1.48,1.92,2.84
"(np.float64(1.2), np.float64(2.0), np.float64(0.8))",1.2,2.0,0.8,1.27,1.96,2.49
"(np.float64(1.2), np.float64(2.0), np.float64(0.9))",1.2,2.0,0.9,1.2,1.99,2.39
"(np.float64(1.2), np.float64(2.0), np.float64(1.0))",1.2,2.0,1.0,1.2,2.03,2.44
"(np.float64(1.2), np.float64(2.0), np.float64(1.1))",1.2,2.0,1.1,1.2,2.06,2.47
"(np.float64(1.2), np.float64(2.0), np.float64(1.2))",1.2,2.0,1.2,1.2,2.1,2.52
"(np.float64(1.2), np.float64(2.0), np.float64(1.3))",1.2,2.0,1.3,1.2,2.13,2.56
"(np.float64(1.2), np.float64(2.0), np.float64(1.4))",1.2,2.0,1.4,1.2,2.17,2.6
"(np.float64(1.2), np.float64(2.0), np.float64(1.5))",1.2,2.0,1.5,1.2,2.21,2.65
"(np.float64(1.2), np.float64(2.0), np.float64(1.6))",1.2,2.0,1.6,1.2,2.21,2.65
"(np.float64(1.2), np.float64(2.0), np.float64(1.7))",1.2,2.0,1.7,1.2,2.24,2.69
"(np.float64(1.2), np.float64(2.0), np.float64(1.8))",1.2,2.0,1.8,1.2,2.28,2.74
"(np.float64(1.2), np.float64(2.0), np.float64(1.9))",1.2,2.0,1.9,1.2,2.31,2.77
"(np.float64(1.2), np.float64(2.0), np.float64(2.0))",1.2,2.0,2.0,1.2,2.35,2.8200000000000003
"(np.float64(1.3), np.float64(0.5), np.float64(0.5))",1.3,0.5,0.5,2.23,1.63,3.6299999999999994
"(np.float64(1.3), np.float64(0.5), np.float64(0.6))",1.3,0.5,0.6,2.04,1.67,3.4099999999999997
"(np.float64(1.3), np.float64(0.5), np.float64(0.7))",1.3,0.5,0.7,2.04,1.7,3.47
"(np.float64(1.3), np.float64(0.5), np.float64(0.8))",1.3,0.5,0.8,2.04,1.74,3.55
"(np.float64(1.3), np.float64(0.5), np.float64(0.9))",1.3,0.5,0.9,2.04,1.77,3.6100000000000003
"(np.float64(1.3), np.float64(0.5), np.float64(1.0))",1.3,0.5,1.0,2.04,1.81,3.6899999999999995
"(np.float64(1.3), np.float64(0.5), np.float64(1.1))",1.3,0.5,1.1,2.04,1.85,3.7699999999999996
"(np.float64(1.3), np.float64(0.5), np.float64(1.2))",1.3,0.5,1.2,2.04,1.88,3.8400000000000003
"(np.float64(1.3), np.float64(0.5), np.float64(1.3))",1.3,0.5,1.3,2.04,1.92,3.9199999999999995
"(np.float64(1.3), np.float64(0.5), np.float64(1.4))",1.3,0.5,1.4,2.04,1.95,3.98
"(np.float64(1.3), np.float64(0.5), np.float64(1.5))",1.3,0.5,1.5,2.04,1.99,4.06
"(np.float64(1.3), np.float64(0.5), np.float64(1.6))",1.3,0.5,1.6,2.04,1.99,4.06
"(np.float64(1.3), np.float64(0.5), np.float64(1.7))",1.3,0.5,1.7,2.04,2.02,4.12
"(np.float64(1.3), np.float64(0.5), np.float64(1.8))",1.3,0.5,1.8,2.04,2.06,4.2
"(np.float64(1.3), np.float64(0.5), np.float64(1.9))",1.3,0.5,1.9,2.04,2.1,4.28
"(np.float64(1.3), np.float64(0.5), np.float64(2.0))",1.3,0.5,2.0,2.04,2.13,4.35
"(np.float64(1.3), np.float64(0.6), np.float64(0.5))",1.3,0.6,0.5,2.23,1.66,3.7000000000000006
"(np.float64(1.3), np.float64(0.6), np.float64(0.6))",1.3,0.6,0.6,1.78,1.69,3.01
"(np.float64(1.3), np.float64(0.6), np.float64(0.7))",1.3,0.6,0.7,1.67,1.73,2.8899999999999997
"(np.float64(1.3), np.float64(0.6), np.float64(0.8))",1.3,0.6,0.8,1.67,1.76,2.94
"(np.float64(1.3), np.float64(0.6), np.float64(0.9))",1.3,0.6,0.9,1.67,1.8,3.01
"(np.float64(1.3), np.float64(0.6), np.float64(1.0))",1.3,0.6,1.0,1.67,1.84,3.07
"(np.float64(1.3), np.float64(0.6), np.float64(1.1))",1.3,0.6,1.1,1.67,1.87,3.1200000000000006
"(np.float64(1.3), np.float64(0.6), np.float64(1.2))",1.3,0.6,1.2,1.68,1.91,3.21
"(np.float64(1.3), np.float64(0.6), np.float64(1.3))",1.3,0.6,1.3,1.67,1.94,3.24
"(np.float64(1.3), np.float64(0.6), np.float64(1.4))",1.3,0.6,1.4,1.67,1.98,3.31
"(np.float64(1.3), np.float64(0.6), np.float64(1.5))",1.3,0.6,1.5,1.67,2.01,3.36
"(np.float64(1.3), np.float64(0.6), np.float64(1.6))",1.3,0.6,1.6,1.68,2.01,3.3799999999999994
"(np.float64(1.3), np.float64(0.6), np.float64(1.7))",1.3,0.6,1.7,1.67,2.05,3.4200000000000004
"(np.float64(1.3), np.float64(0.6), np.float64(1.8))",1.3,0.6,1.8,1.67,2.09,3.49
"(np.float64(1.3), np.float64(0.6), np.float64(1.9))",1.3,0.6,1.9,1.67,2.12,3.54
"(np.float64(1.3), np.float64(0.6), np.float64(2.0))",1.3,0.6,2.0,1.67,2.16,3.6100000000000003
"(np.float64(1.3), np.float64(0.7), np.float64(0.5))",1.3,0.7,0.5,2.23,1.68,3.75
"(np.float64(1.3), np.float64(0.7), np.float64(0.6))",1.3,0.7,0.6,1.78,1.71,3.04
"(np.float64(1.3), np.float64(0.7), np.float64(0.7))",1.3,0.7,0.7,1.48,1.75,2.59
"(np.float64(1.3), np.float64(0.7), np.float64(0.8))",1.3,0.7,0.8,1.47,1.78,2.62
"(np.float64(1.3), np.float64(0.7), np.float64(0.9))",1.3,0.7,0.9,1.47,1.82,2.68
"(np.float64(1.3), np.float64(0.7), np.float64(1.0))",1.3,0.7,1.0,1.47,1.85,2.72
"(np.float64(1.3), np.float64(0.7), np.float64(1.1))",1.3,0.7,1.1,1.47,1.89,2.7799999999999994
"(np.float64(1.3), np.float64(0.7), np.float64(1.2))",1.3,0.7,1.2,1.47,1.93,2.84
"(np.float64(1.3), np.float64(0.7), np.float64(1.3))",1.3,0.7,1.3,1.47,1.96,2.88
"(np.float64(1.3), np.float64(0.7), np.float64(1.4))",1.3,0.7,1.4,1.47,2.0,2.94
"(np.float64(1.3), np.float64(0.7), np.float64(1.5))",1.3,0.7,1.5,1.47,2.03,2.98
"(np.float64(1.3), np.float64(0.7), np.float64(1.6))",1.3,0.7,1.6,1.46,2.03,2.96
"(np.float64(1.3), np.float64(0.7), np.float64(1.7))",1.3,0.7,1.7,1.47,2.07,3.04
"(np.float64(1.3), np.float64(0.7), np.float64(1.8))",1.3,0.7,1.8,1.47,2.1,3.09
"(np.float64(1.3), np.float64(0.7), np.float64(1.9))",1.3,0.7,1.9,1.46,2.14,3.1200000000000006
"(np.float64(1.3), np.float64(0.7), np.float64(2.0))",1.3,0.7,2.0,1.47,2.18,3.2
"(np.float64(1.3), np.float64(0.8), np.float64(0.5))",1.3,0.8,0.5,2.23,1.7,3.79
"(np.float64(1.3), np.float64(0.8), np.float64(0.6))",1.3,0.8,0.6,1.78,1.74,3.1
"(np.float64(1.3), np.float64(0.8), np.float64(0.7))",1.3,0.8,0.7,1.48,1.77,2.62
"(np.float64(1.3), np.float64(0.8), np.float64(0.8))",1.3,0.8,0.8,1.27,1.81,2.3
"(np.float64(1.3), np.float64(0.8), np.float64(0.9))",1.3,0.8,0.9,1.27,1.84,2.34
"(np.float64(1.3), np.float64(0.8), np.float64(1.0))",1.3,0.8,1.0,1.27,1.88,2.39
"(np.float64(1.3), np.float64(0.8), np.float64(1.1))",1.3,0.8,1.1,1.27,1.92,2.44
"(np.float64(1.3), np.float64(0.8), np.float64(1.2))",1.3,0.8,1.2,1.27,1.95,2.48
"(np.float64(1.3), np.float64(0.8), np.float64(1.3))",1.3,0.8,1.3,1.27,1.99,2.53
"(np.float64(1.3), np.float64(0.8), np.float64(1.4))",1.3,0.8,1.4,1.27,2.02,2.57
"(np.float64(1.3), np.float64(0.8), np.float64(1.5))",1.3,0.8,1.5,1.27,2.06,2.62
"(np.float64(1.3), np.float64(0.8), np.float64(1.6))",1.3,0.8,1.6,1.27,2.06,2.62
"(np.float64(1.3), np.float64(0.8), np.float64(1.7))",1.3,0.8,1.7,1.27,2.09,2.65
"(np.float64(1.3), np.float64(0.8), np.float64(1.8))",1.3,0.8,1.8,1.27,2.13,2.71
"(np.float64(1.3), np.float64(0.8), np.float64(1.9))",1.3,0.8,1.9,1.27,2.17,2.7599999999999993
"(np.float64(1.3), np.float64(0.8), np.float64(2.0))",1.3,0.8,2.0,1.27,2.2,2.79
"(np.float64(1.3), np.float64(0.9), np.float64(0.5))",1.3,0.9,0.5,2.23,1.72,3.8400000000000003
"(np.float64(1.3), np.float64(0.9), np.float64(0.6))",1.3,0.9,0.6,1.78,1.76,3.13
"(np.float64(1.3), np.float64(0.9), np.float64(0.7))",1.3,0.9,0.7,1.48,1.79,2.65
"(np.float64(1.3), np.float64(0.9), np.float64(0.8))",1.3,0.9,0.8,1.27,1.83,2.32
"(np.float64(1.3), np.float64(0.9), np.float64(0.9))",1.3,0.9,0.9,1.14,1.86,2.12
"(np.float64(1.3), np.float64(0.9), np.float64(1.0))",1.3,0.9,1.0,1.14,1.9,2.17
"(np.float64(1.3), np.float64(0.9), np.float64(1.1))",1.3,0.9,1.1,1.14,1.94,2.21
"(np.float64(1.3), np.float64(0.9), np.float64(1.2))",1.3,0.9,1.2,1.14,1.97,2.25
"(np.float64(1.3), np.float64(0.9), np.float64(1.3))",1.3,0.9,1.3,1.14,2.01,2.29
"(np.float64(1.3), np.float64(0.9), np.float64(1.4))",1.3,0.9,1.4,1.14,2.04,2.33
"(np.float64(1.3), np.float64(0.9), np.float64(1.5))",1.3,0.9,1.5,1.14,2.08,2.37
"(np.float64(1.3), np.float64(0.9), np.float64(1.6))",1.3,0.9,1.6,1.14,2.08,2.37
"(np.float64(1.3), np.float64(0.9), np.float64(1.7))",1.3,0.9,1.7,1.14,2.11,2.41
"(np.float64(1.3), np.float64(0.9), np.float64(1.8))",1.3,0.9,1.8,1.14,2.15,2.45
"(np.float64(1.3), np.float64(0.9), np.float64(1.9))",1.3,0.9,1.9,1.14,2.19,2.5
"(np.float64(1.3), np.float64(0.9), np.float64(2.0))",1.3,0.9,2.0,1.14,2.22,2.53
"(np.float64(1.3), np.float64(1.0), np.float64(0.5))",1.3,1.0,0.5,2.23,1.75,3.8999999999999995
"(np.float64(1.3), np.float64(1.0), np.float64(0.6))",1.3,1.0,0.6,1.78,1.78,3.17
"(np.float64(1.3), np.float64(1.0), np.float64(0.7))",1.3,1.0,0.7,1.48,1.82,2.69
"(np.float64(1.3), np.float64(1.0), np.float64(0.8))",1.3,1.0,0.8,1.27,1.85,2.35
"(np.float64(1.3), np.float64(1.0), np.float64(0.9))",1.3,1.0,0.9,1.11,1.89,2.1
"(np.float64(1.3), np.float64(1.0), np.float64(1.0))",1.3,1.0,1.0,1.02,1.92,1.96
"(np.float64(1.3), np.float64(1.0), np.float64(1.1))",1.3,1.0,1.1,1.02,1.96,2.0
"(np.float64(1.3), np.float64(1.0), np.float64(1.2))",1.3,1.0,1.2,1.02,2.0,2.04
"(np.float64(1.3), np.float64(1.0), np.float64(1.3))",1.3,1.0,1.3,1.02,2.03,2.07
"(np.float64(1.3), np.float64(1.0), np.float64(1.4))",1.3,1.0,1.4,1.02,2.07,2.11
"(np.float64(1.3), np.float64(1.0), np.float64(1.5))",1.3,1.0,1.5,1.02,2.1,2.14
"(np.float64(1.3), np.float64(1.0), np.float64(1.6))",1.3,1.0,1.6,1.02,2.1,2.14
"(np.float64(1.3), np.float64(1.0), np.float64(1.7))",1.3,1.0,1.7,1.02,2.14,2.18
"(np.float64(1.3), np.float64(1.0), np.float64(1.8))",1.3,1.0,1.8,1.02,2.17,2.21
"(np.float64(1.3), np.float64(1.0), np.float64(1.9))",1.3,1.0,1.9,1.02,2.21,2.25
"(np.float64(1.3), np.float64(1.0), np.float64(2.0))",1.3,1.0,2.0,1.02,2.25,2.3
"(np.float64(1.3), np.float64(1.1), np.float64(0.5))",1.3,1.1,0.5,2.23,1.77,3.9500000000000006
"(np.float64(1.3), np.float64(1.1), np.float64(0.6))",1.3,1.1,0.6,1.78,1.81,3.22
"(np.float64(1.3), np.float64(1.1), np.float64(0.7))",1.3,1.1,0.7,1.48,1.84,2.72
"(np.float64(1.3), np.float64(1.1), np.float64(0.8))",1.3,1.1,0.8,1.27,1.88,2.39
"(np.float64(1.3), np.float64(1.1), np.float64(0.9))",1.3,1.1,0.9,1.11,1.91,2.12
"(np.float64(1.3), np.float64(1.1), np.float64(1.0))",1.3,1.1,1.0,1.0,1.95,1.95
"(np.float64(1.3), np.float64(1.1), np.float64(1.1))",1.3,1.1,1.1,1.0,1.98,1.98
"(np.float64(1.3), np.float64(1.1), np.float64(1.2))",1.3,1.1,1.2,1.0,2.02,2.02
"(np.float64(1.3), np.float64(1.1), np.float64(1.3))",1.3,1.1,1.3,1.0,2.06,2.06
"(np.float64(1.3), np.float64(1.1), np.float64(1.4))",1.3,1.1,1.4,1.0,2.09,2.09
"(np.float64(1.3), np.float64(1.1), np.float64(1.5))",1.3,1.1,1.5,1.0,2.13,2.13
"(np.float64(1.3), np.float64(1.1), np.float64(1.6))",1.3,1.1,1.6,1.0,2.13,2.13
"(np.float64(1.3), np.float64(1.1), np.float64(1.7))",1.3,1.1,1.7,1.0,2.16,2.16
"(np.float64(1.3), np.float64(1.1), np.float64(1.8))",1.3,1.1,1.8,1.0,2.2,2.2
"(np.float64(1.3), np.float64(1.1), np.float64(1.9))",1.3,1.1,1.9,1.0,2.23,2.23
"(np.float64(1.3), np.float64(1.1), np.float64(2.0))",1.3,1.1,2.0,1.0,2.27,2.27
"(np.float64(1.3), np.float64(1.2), np.float64(0.5))",1.3,1.2,0.5,2.23,1.79,3.99
"(np.float64(1.3), np.float64(1.2), np.float64(0.6))",1.3,1.2,0.6,1.78,1.83,3.2599999999999993
"(np.float64(1.3), np.float64(1.2), np.float64(0.7))",1.3,1.2,0.7,1.48,1.86,2.75
"(np.float64(1.3), np.float64(1.2), np.float64(0.8))",1.3,1.2,0.8,1.27,1.9,2.41
"(np.float64(1.3), np.float64(1.2), np.float64(0.9))",1.3,1.2,0.9,1.11,1.93,2.14
"(np.float64(1.3), np.float64(1.2), np.float64(1.0))",1.3,1.2,1.0,1.0,1.97,1.97
"(np.float64(1.3), np.float64(1.2), np.float64(1.1))",1.3,1.2,1.1,1.0,2.0,2.0
"(np.float64(1.3), np.float64(1.2), np.float64(1.2))",1.3,1.2,1.2,1.0,2.04,2.04
"(np.float64(1.3), np.float64(1.2), np.float64(1.3))",1.3,1.2,1.3,1.0,2.08,2.08
"(np.float64(1.3), np.float64(1.2), np.float64(1.4))",1.3,1.2,1.4,1.0,2.11,2.11
"(np.float64(1.3), np.float64(1.2), np.float64(1.5))",1.3,1.2,1.5,1.0,2.15,2.15
"(np.float64(1.3), np.float64(1.2), np.float64(1.6))",1.3,1.2,1.6,1.0,2.15,2.15
"(np.float64(1.3), np.float64(1.2), np.float64(1.7))",1.3,1.2,1.7,1.0,2.18,2.18
"(np.float64(1.3), np.float64(1.2), np.float64(1.8))",1.3,1.2,1.8,1.0,2.22,2.22
"(np.float64(1.3), np.float64(1.2), np.float64(1.9))",1.3,1.2,1.9,1.0,2.25,2.25
"(np.float64(1.3), np.float64(1.2), np.float64(2.0))",1.3,1.2,2.0,1.0,2.29,2.29
"(np.float64(1.3), np.float64(1.3), np.float64(0.5))",1.3,1.3,0.5,2.23,1.81,4.04
"(np.float64(1.3), np.float64(1.3), np.float64(0.6))",1.3,1.3,0.6,1.78,1.85,3.29
"(np.float64(1.3), np.float64(1.3), np.float64(0.7))",1.3,1.3,0.7,1.48,1.89,2.8
"(np.float64(1.3), np.float64(1.3), np.float64(0.8))",1.3,1.3,0.8,1.27,1.92,2.44
"(np.float64(1.3), np.float64(1.3), np.float64(0.9))",1.3,1.3,0.9,1.11,1.96,2.18
"(np.float64(1.3), np.float64(1.3), np.float64(1.0))",1.3,1.3,1.0,1.0,1.99,1.99
"(np.float64(1.3), np.float64(1.3), np.float64(1.1))",1.3,1.3,1.1,1.0,2.03,2.03
